,,,TSLA,,,,,,,,Meta,,,,,,,,AMZN,,,,,,,,AAPL,,,
Date,Open,High,Low,Close,Adj Close,Volume,,Date,Open,High,Low,Close,Adj Close,Volume,,Date,Open,High,Low,Close,Adj Close,Volume,,Date,Open,High,Low,Close,Adj Close,Volume
,,,,,,,,,,,,,,,,2017-12-01,58.602501,58.982498,57.599998,58.1175,58.1175,82142000,,2001-06-01,0.359464,0.376607,0.356786,0.373036,0.317498,456075200
,,,,,,,,,,,,,,,,2017-12-04,58.692501,58.759998,56.400002,56.697498,56.697498,118638000,,2001-06-04,0.376429,0.376964,0.365357,0.368929,0.314002,281920800
,,,,,,,,,,,,,,,,2017-12-05,56.412998,57.963501,56.237,57.078499,57.078499,81596000,,2001-06-05,0.371429,0.376786,0.363393,0.373929,0.318258,471794400
,,,,,,,,,,,,,,,,2017-12-06,56.899502,57.794498,56.804001,57.6175,57.6175,57066000,,2001-06-06,0.37375,0.37375,0.363036,0.370179,0.315066,223176800
,,,,,,,,,,,,,,,,2017-12-07,57.829498,58.1595,57.549999,57.989498,57.989498,50232000,,2001-06-07,0.369821,0.3875,0.365179,0.386786,0.329201,325180800
,,,,,,,,,,,,,,,,2017-12-08,58.52,58.6395,57.855,58.099998,58.099998,61002000,,2001-06-08,0.386607,0.386607,0.369821,0.380714,0.324033,342624800
,,,,,,,,,,,,,,,,2017-12-11,58.23,58.494999,57.849998,58.445999,58.445999,47270000,,2001-06-11,0.375893,0.37625,0.35625,0.357857,0.304579,294000000
,,,,,,,,,,,,,,,,2017-12-12,58.3255,58.68,58.080502,58.254002,58.254002,44718000,,2001-06-12,0.353036,0.369464,0.352857,0.362679,0.308683,303794400
,,,,,,,,,,,,,,,,2017-12-13,58.5,58.543499,58.0135,58.206501,58.206501,52336000,,2001-06-13,0.3825,0.388036,0.358214,0.365536,0.311114,511487200
,,,,,,,,,,,,,,,,2017-12-14,58.185501,58.8965,58.122501,58.713001,58.713001,64286000,,2001-06-14,0.357857,0.365179,0.353036,0.355,0.302147,297348800
,,,,,,,,,,,,,,,,2017-12-15,58.9515,59.137501,58.466499,58.957001,58.957001,95572000,,2001-06-15,0.358929,0.370536,0.345536,0.365,0.310658,454624800
,,,,,,,,,,,,,,,,2017-12-18,59.3685,59.738998,59.045502,59.528999,59.528999,58952000,,2001-06-18,0.364464,0.372321,0.357143,0.363036,0.308987,345912000
,,,,,,,,,,,,,,,,2017-12-19,59.4575,59.648499,58.957001,59.368999,59.368999,51756000,,2001-06-19,0.372321,0.382143,0.357321,0.360536,0.306859,321087200
,,,,,,,,,,,,,,,,2017-12-20,59.525002,59.549999,58.799999,58.881001,58.881001,47424000,,2001-06-20,0.357143,0.390179,0.356786,0.386964,0.329352,431620000
,,,,,,,,,,,,,,,,2017-12-21,58.794998,58.9585,58.382,58.737999,58.737999,42462000,,2001-06-21,0.384821,0.410714,0.376786,0.401607,0.341815,341331200
,,,,,,,,,,,,,,,,2017-12-22,58.604,58.730999,58.391499,58.417999,58.417999,31702000,,2001-06-22,0.401429,0.410714,0.388571,0.3975,0.33832,286025600
,,,,,,,,,,,,,,,,2017-12-26,58.417999,58.916,58.0275,58.838001,58.838001,40104000,,2001-06-25,0.401786,0.428571,0.400893,0.428393,0.364613,439549600
,,,,,,,,,,,,,,,,2017-12-27,58.995499,59.364498,58.780499,59.112999,59.112999,37344000,,2001-06-26,0.416786,0.424464,0.410893,0.424107,0.360965,272781600
,,,,,,,,,,,,,,,,2017-12-28,59.450001,59.505001,59.219002,59.305,59.305,36834000,,2001-06-27,0.425536,0.428571,0.401786,0.416786,0.354734,374130400
,,,,,,,,,,,,,,,,2017-12-29,59.1175,59.200001,58.375,58.473499,58.473499,53768000,,2001-06-28,0.411607,0.426964,0.409643,0.420357,0.357774,348409600
,,,,,,,,,,,,,,,,2018-01-02,58.599998,59.5,58.525501,59.4505,59.4505,53890000,,2001-06-29,0.4225,0.448214,0.414286,0.415179,0.353367,515390400
,,,,,,,,,,,,,,,,2018-01-03,59.415001,60.274502,59.415001,60.209999,60.209999,62176000,,2001-07-02,0.422143,0.432679,0.413214,0.426786,0.363245,230048000
,,,,,,,,,,,,,,,,2018-01-04,60.25,60.793499,60.233002,60.4795,60.4795,60442000,,2001-07-03,0.419821,0.431786,0.419643,0.425714,0.362333,112543200
,,,,,,,,,,,,,,,,2018-01-05,60.8755,61.457001,60.5,61.457001,61.457001,70894000,,2001-07-05,0.421429,0.424464,0.410893,0.414107,0.352454,152292000
,,,,,,,,,,,,,,,,2018-01-08,61.799999,62.653999,61.601501,62.343498,62.343498,85590000,,2001-07-06,0.406429,0.41,0.387857,0.393393,0.334824,302920800
,,,,,,,,,,,,,,,,2018-01-09,62.845001,62.966499,62.088001,62.634998,62.634998,73226000,,2001-07-09,0.394464,0.410714,0.387143,0.405357,0.345007,337467200
,,,,,,,,,,,,,,,,2018-01-10,62.2575,62.716499,61.8615,62.716499,62.716499,53720000,,2001-07-10,0.409821,0.411964,0.372143,0.3775,0.321297,395270400
,,,,,,,,,,,,,,,,2018-01-11,62.987,63.838501,62.823002,63.834,63.834,62500000,,2001-07-11,0.375536,0.402679,0.375,0.4025,0.342575,470506400
,,,,,,,,,,,,,,,,2018-01-12,63.669498,65.288002,63.669498,65.260002,65.260002,108874000,,2001-07-12,0.416071,0.443036,0.416071,0.435,0.370236,614801600
,,,,,,,,,,,,,,,,2018-01-16,66.150002,66.997002,64.614998,65.242996,65.242996,144414000,,2001-07-13,0.430893,0.446607,0.425714,0.44375,0.377684,454742400
,,,,,,,,,,,,,,,,2018-01-17,65.612,65.699997,64.043999,64.75,64.75,105076000,,2001-07-16,0.444286,0.448214,0.426964,0.427857,0.364157,278667200
,,,,,,,,,,,,,,,,2018-01-18,64.697502,65.230003,64.200996,64.666,64.666,80538000,,2001-07-17,0.428214,0.450357,0.410893,0.448214,0.381483,647830400
,,,,,,,,,,,,,,,,2018-01-19,65.599998,65.650002,64.649498,64.728996,64.728996,91570000,,2001-07-18,0.388929,0.406786,0.364643,0.37125,0.315978,1137012800
,,,,,,,,,,,,,,,,2018-01-22,64.858498,66.372498,64.833,66.365501,66.365501,82802000,,2001-07-19,0.379107,0.3825,0.352679,0.356429,0.303363,861140000
,,,,,,,,,,,,,,,,2018-01-23,66.904503,68.245003,66.866997,68.126999,68.126999,103386000,,2001-07-20,0.351786,0.358214,0.348036,0.356786,0.303667,444584000
,,,,,,,,,,,,,,,,2018-01-24,68.740997,69.407997,66.900002,67.875504,67.875504,136150000,,2001-07-23,0.35875,0.366071,0.348393,0.348929,0.29698,241360000
,,,,,,,,,,,,,,,,2018-01-25,68.400002,68.917,67.880997,68.897499,68.897499,95060000,,2001-07-24,0.34625,0.355714,0.334464,0.340893,0.29014,348376000
,,,,,,,,,,,,,,,,2018-01-26,69.600502,70.126503,69.045502,70.102501,70.102501,97146000,,2001-07-25,0.341429,0.344643,0.320893,0.329821,0.280717,443878400
,,,,,,,,,,,,,,,,2018-01-29,70.459,71.569504,70.022003,70.884003,70.884003,114038000,,2001-07-26,0.33,0.335714,0.31875,0.331964,0.282541,369140800
,,,,,,,,,,,,,,,,2018-01-30,70.158501,71.962502,69.599998,71.890999,71.890999,117438000,,2001-07-27,0.334821,0.34375,0.330357,0.338571,0.288164,334135200
,,,,,,,,,,,,,,,,2018-01-31,72.565002,73.628998,72.501999,72.544502,72.544502,128494000,,2001-07-30,0.341429,0.345714,0.330536,0.338036,0.287709,243359200
,,,,,,,,,,,,,,,,2018-02-01,72.25,72.994003,69.257004,69.5,69.5,182276000,,2001-07-31,0.344107,0.346786,0.330536,0.335536,0.285581,235026400
,,,,,,,,,,,,,,,,2018-02-02,73.869499,74.900002,70.699997,71.497498,71.497498,222514000,,2001-08-01,0.339464,0.353214,0.338393,0.340357,0.289684,304136000
,,,,,,,,,,,,,,,,2018-02-05,70.130997,72.948997,66.036003,69.5,69.5,229900000,,2001-08-02,0.350893,0.354821,0.343929,0.353929,0.301235,252089600
,,,,,,,,,,,,,,,,2018-02-06,68.072998,72.199501,67.5895,72.141998,72.141998,221336000,,2001-08-03,0.355179,0.355357,0.339286,0.348214,0.296371,186054400
,,,,,,,,,,,,,,,,2018-02-07,72.449997,73.0495,70.7575,70.838997,70.838997,143254000,,2001-08-06,0.34,0.351071,0.339286,0.341607,0.290748,99652000
,,,,,,,,,,,,,,,,2018-02-08,71.484001,71.6875,67.497002,67.525002,67.525002,171572000,,2001-08-07,0.345179,0.35125,0.338929,0.34375,0.292572,168548800
,,,,,,,,,,,,,,,,2018-02-09,68.6745,69.175003,63.296501,66.980003,66.980003,282830000,,2001-08-08,0.343929,0.351786,0.331071,0.3375,0.287252,276169600
,,,,,,,,,,,,,,,,2018-02-12,68.233498,69.690498,67.2005,69.311501,69.311501,134778000,,2001-08-09,0.338571,0.341964,0.334286,0.340179,0.289533,200664800
,,,,,,,,,,,,,,,,2018-02-13,69.296501,70.986,69.176498,70.725502,70.725502,118358000,,2001-08-10,0.34,0.345,0.331964,0.339643,0.289076,186961600
,,,,,,,,,,,,,,,,2018-02-14,70.3125,72.602997,70.167999,72.552498,72.552498,119184000,,2001-08-13,0.341071,0.345179,0.335,0.340893,0.29014,147996800
,,,,,,,,,,,,,,,,2018-02-15,73.344498,73.446999,71.842003,73.087997,73.087997,113054000,,2001-08-14,0.342857,0.345714,0.333393,0.334464,0.284668,228950400
,,,,,,,,,,,,,,,,2018-02-16,72.8685,73.290001,72.328003,72.434502,72.434502,89452000,,2001-08-15,0.335,0.338214,0.325,0.329286,0.280261,289279200
,,,,,,,,,,,,,,,,2018-02-20,72.324501,74.438499,72.324501,73.417503,73.417503,129984000,,2001-08-16,0.32625,0.334821,0.320893,0.333036,0.283453,288092000
,,,,,,,,,,,,,,,,2018-02-21,74.25,75.1745,73.945999,74.146004,74.146004,126088000,,2001-08-17,0.321429,0.329464,0.32125,0.322679,0.274638,208426400
,,,,,,,,,,,,,,,,2018-02-22,74.767998,75.126999,73.788002,74.266998,74.266998,97162000,,2001-08-20,0.323929,0.325536,0.318036,0.323571,0.275397,252302400
,,,,,,,,,,,,,,,,2018-02-23,74.766998,75,74.324997,75,75,88362000,,2001-08-21,0.323929,0.323929,0.316071,0.32,0.272358,185701600
,,,,,,,,,,,,,,,,2018-02-26,75.459999,76.141998,75.349998,76.097504,76.097504,99100000,,2001-08-22,0.320357,0.325893,0.314464,0.325179,0.276766,173975200
,,,,,,,,,,,,,,,,2018-02-27,76.224998,76.338997,75.360497,75.598999,75.598999,96176000,,2001-08-23,0.325,0.3275,0.313929,0.318036,0.270686,217078400
,,,,,,,,,,,,,,,,2018-02-28,75.975502,76.434998,75.599998,75.622498,75.622498,90300000,,2001-08-24,0.321429,0.3325,0.315179,0.331607,0.282237,290332000
,,,,,,,,,,,,,,,,2018-03-01,75.68,75.9245,73.25,74.672501,74.672501,136704000,,2001-08-27,0.332143,0.344643,0.324286,0.337857,0.287556,175644000
,,,,,,,,,,,,,,,,2018-03-02,73.455002,75.052498,72.750504,75.012497,75.012497,131752000,,2001-08-28,0.3375,0.341786,0.328571,0.328571,0.279653,171735200
,,,,,,,,,,,,,,,,2018-03-05,74.711998,76.268997,74.050003,76.180496,76.180496,104678000,,2001-08-29,0.329286,0.33625,0.318393,0.318393,0.27099,239971200
,,,,,,,,,,,,,,,,2018-03-06,76.660004,77.106499,76.400002,76.882004,76.882004,91234000,,2001-08-30,0.316786,0.324643,0.308571,0.318393,0.27099,368692800
,,,,,,,,,,,,,,,,2018-03-07,76.325996,77.294998,76.125504,77.25,77.25,83482000,,2001-08-31,0.316607,0.332143,0.315179,0.33125,0.281933,216904800
,,,,,,,,,,,,,,,,2018-03-08,77.5,77.744003,77.262497,77.593002,77.593002,77252000,,2001-09-04,0.330357,0.340714,0.324643,0.325893,0.277374,348213600
,,,,,,,,,,,,,,,,2018-03-09,78.175003,78.946999,77.954002,78.944504,78.944504,90686000,,2001-09-05,0.325714,0.338393,0.323571,0.33125,0.281933,360057600
,,,,,,,,,,,,,,,,2018-03-12,79.629997,80.266502,79.334999,79.919502,79.919502,103484000,,2001-09-06,0.328571,0.338036,0.315179,0.316429,0.269318,282368800
,,,,,,,,,,,,,,,,2018-03-13,80.797997,80.876999,78.900497,79.408997,79.408997,130638000,,2001-09-07,0.3125,0.323214,0.307143,0.308571,0.26263,241830400
,,,,,,,,,,,,,,,,2018-03-14,79.849998,80.321999,79.544502,79.550003,79.550003,85188000,,2001-09-10,0.303571,0.3125,0.302143,0.310179,0.263999,308845600
,,,,,,,,,,,,,,,,2018-03-15,79.75,79.845497,78.905502,79.115997,79.115997,81394000,,2001-09-17,0.285714,0.304821,0.280893,0.303393,0.258223,458007200
,,,,,,,,,,,,,,,,2018-03-16,79.172501,79.472,78.375,78.584,78.584,108500000,,2001-09-18,0.301786,0.316429,0.28875,0.290714,0.247432,327101600
,,,,,,,,,,,,,,,,2018-03-19,77.726501,78.083,76.267502,77.246498,77.246498,131616000,,2001-09-19,0.294643,0.305357,0.278571,0.303929,0.25868,373318400
,,,,,,,,,,,,,,,,2018-03-20,77.516998,79.349998,77.2705,79.3255,79.3255,91632000,,2001-09-20,0.290893,0.302679,0.276786,0.28,0.238313,411174400
,,,,,,,,,,,,,,,,2018-03-21,79.322502,79.5,78.158501,79.093002,79.093002,95016000,,2001-09-21,0.264286,0.290179,0.262143,0.280893,0.239073,570516800
,,,,,,,,,,,,,,,,2018-03-22,78.273499,78.692497,77.120003,77.246002,77.246002,126412000,,2001-09-24,0.287679,0.300714,0.284821,0.29375,0.250016,294537600
,,,,,,,,,,,,,,,,2018-03-23,76.9505,77.450996,74.767998,74.778,74.778,160120000,,2001-09-25,0.288214,0.289643,0.274107,0.2775,0.236185,374404800
,,,,,,,,,,,,,,,,2018-03-26,76.5,77.849503,74.962502,77.792999,77.792999,112494000,,2001-09-26,0.282321,0.28375,0.266607,0.270536,0.230258,493796800
,,,,,,,,,,,,,,,,2018-03-27,78.620003,78.7985,74.115997,74.852501,74.852501,139992000,,2001-09-27,0.272321,0.28125,0.271429,0.276964,0.235729,322240800
,,,,,,,,,,,,,,,,2018-03-28,72.349998,72.794998,69.308502,71.570999,71.570999,274106000,,2001-09-28,0.280536,0.284107,0.274821,0.276964,0.235729,365108800
,,,,,,,,,,,,,,,,2018-03-29,70.300003,72.773499,68.260002,72.366997,72.366997,251622000,,2001-10-01,0.276607,0.285536,0.271964,0.2775,0.236185,208208000
,,,,,,,,,,,,,,,,2018-04-02,70.880997,71.068001,67.75,68.599503,68.599503,209272000,,2001-10-02,0.275536,0.282679,0.265714,0.26875,0.228738,235883200
,,,,,,,,,,,,,,,,2018-04-03,69.569,70.699997,67.766502,69.602501,69.602501,204624000,,2001-10-03,0.266964,0.274286,0.264821,0.2675,0.227674,683043200
,,,,,,,,,,,,,,,,2018-04-04,67.912003,70.769501,67.643997,70.528503,70.528503,139646000,,2001-10-04,0.274107,0.290179,0.267679,0.283571,0.241352,401122400
,,,,,,,,,,,,,,,,2018-04-05,72.099503,72.977997,71.3535,72.587502,72.587502,128270000,,2001-10-05,0.275,0.288393,0.267679,0.288214,0.245304,342686400
,,,,,,,,,,,,,,,,2018-04-06,71.498497,72.625,70.013,70.261497,70.261497,117646000,,2001-10-08,0.278036,0.291964,0.276786,0.289286,0.246217,207984000
,,,,,,,,,,,,,,,,2018-04-09,71.251503,71.924004,70.128502,70.304001,70.304001,84164000,,2001-10-09,0.286607,0.289286,0.279107,0.285714,0.243176,174025600
,,,,,,,,,,,,,,,,2018-04-10,71.599503,71.918999,70.785004,71.810997,71.810997,85082000,,2001-10-10,0.2875,0.300893,0.284821,0.300357,0.255639,307759200
,,,,,,,,,,,,,,,,2018-04-11,71.972,72.439003,71.244499,71.352501,71.352501,71650000,,2001-10-11,0.302143,0.316786,0.300893,0.316786,0.269622,334163200
,,,,,,,,,,,,,,,,2018-04-12,71.974998,72.606003,71.752998,72.425003,72.425003,62700000,,2001-10-12,0.309107,0.322857,0.301071,0.321607,0.273726,287812000
,,,,,,,,,,,,,,,,2018-04-13,72.457001,72.988998,71.225998,71.539497,71.539497,73706000,,2001-10-15,0.320536,0.328214,0.320536,0.32125,0.273422,318752000
,,,,,,,,,,,,,,,,2018-04-16,72.25,72.349998,71.374001,72.074997,72.074997,56172000,,2001-10-16,0.323036,0.325,0.317321,0.321607,0.273726,202949600
,,,,,,,,,,,,,,,,2018-04-17,73.114998,75.359497,72.850998,75.191498,75.191498,102288000,,2001-10-17,0.3275,0.32875,0.302857,0.303393,0.258223,285538400
,,,,,,,,,,,,,,,,2018-04-18,75.732498,76.690002,75.205498,76.391998,76.391998,104550000,,2001-10-18,0.30875,0.325536,0.30875,0.321429,0.273574,612572800
,,,,,,,,,,,,,,,,2018-04-19,77.161003,78.426003,76.953003,77.845497,77.845497,130474000,,2001-10-19,0.320357,0.328571,0.319286,0.326786,0.278133,166790400
,,,,,,,,,,,,,,,,2018-04-20,78.059998,78.059998,75.804497,76.374496,76.374496,110832000,,2001-10-22,0.325179,0.340536,0.323036,0.339643,0.289076,391938400
,,,,,,,,,,,,,,,,2018-04-23,77.334503,77.400002,75.170502,75.892998,75.892998,89308000,,2001-10-23,0.341429,0.346786,0.319107,0.323929,0.275702,684980800
,,,,,,,,,,,,,,,,2018-04-24,76.790001,76.974998,72.422501,73.004501,73.004501,149894000,,2001-10-24,0.3225,0.340893,0.316964,0.338393,0.288012,374427200
,,,,,,,,,,,,,,,,2018-04-25,72.900002,73.499496,70.750999,73.008499,73.008499,131746000,,2001-10-25,0.329286,0.34375,0.324286,0.342679,0.29166,254951200
,,,,,,,,,,,,,,,,2018-04-26,74.250504,76.471001,73.925003,75.898003,75.898003,176022000,,2001-10-26,0.336786,0.34375,0.3325,0.333393,0.283757,278964000
,,,,,,,,,,,,,,,,2018-04-27,81.7005,81.904999,78.369499,78.630997,78.630997,261064000,,2001-10-29,0.331607,0.333393,0.314286,0.314821,0.26795,239181600
,,,,,,,,,,,,,,,,2018-04-30,79.125,79.800003,78.046997,78.306503,78.306503,109282000,,2001-10-30,0.310357,0.321429,0.304643,0.314286,0.267495,276763200
,,,,,,,,,,,,,,,,2018-05-01,78.161003,79.25,77.609001,79.112999,79.112999,91442000,,2001-10-31,0.316607,0.328571,0.311429,0.313571,0.266886,273750400
,,,,,,,,,,,,,,,,2018-05-02,79.049004,79.425003,78.318001,78.484001,78.484001,87206000,,2001-11-01,0.315179,0.335357,0.308036,0.331964,0.282541,312995200
,,,,,,,,,,,,,,,,2018-05-03,78.000504,78.739998,77.301003,78.603996,78.603996,85038000,,2001-11-02,0.330714,0.336786,0.324286,0.331607,0.282237,197204000
,,,,,,,,,,,,,,,,2018-05-04,78.122498,79.245003,78.109497,79.047501,79.047501,68872000,,2001-11-05,0.336429,0.34375,0.332321,0.340536,0.289836,235793600
,,,,,,,,,,,,,,,,2018-05-07,79.467003,80.347504,79.391502,80.007004,80.007004,76038000,,2001-11-06,0.338571,0.350357,0.330893,0.349464,0.297435,316019200
,,,,,,,,,,,,,,,,2018-05-08,79.75,79.844002,79.125504,79.619499,79.619499,61358000,,2001-11-07,0.3475,0.359464,0.345179,0.349821,0.297739,382989600
,,,,,,,,,,,,,,,,2018-05-09,80,80.400002,79.599998,80.400002,80.400002,72746000,,2001-11-08,0.350536,0.355179,0.331607,0.334107,0.284365,342143200
,,,,,,,,,,,,,,,,2018-05-10,80.424004,80.779999,80.171997,80.454002,80.454002,56350000,,2001-11-09,0.332143,0.34375,0.33125,0.334107,0.284365,134293600
,,,,,,,,,,,,,,,,2018-05-11,80.5495,80.555,79.894501,80.1455,80.1455,45278000,,2001-11-12,0.333214,0.342321,0.320714,0.334821,0.284972,201499200
,,,,,,,,,,,,,,,,2018-05-14,80.199997,80.558998,80.002502,80.077003,80.077003,50190000,,2001-11-13,0.340714,0.34625,0.334107,0.345893,0.294396,224672000
,,,,,,,,,,,,,,,,2018-05-15,79.389999,79.389999,78.261002,78.806,78.806,101550000,,2001-11-14,0.349821,0.355357,0.341964,0.350179,0.298044,221149600
,,,,,,,,,,,,,,,,2018-05-16,78.875,79.721497,78.833504,79.363998,79.363998,51412000,,2001-11-15,0.347321,0.355357,0.343393,0.347321,0.295611,213029600
,,,,,,,,,,,,,,,,2018-05-17,79.028,79.702003,78.650002,79.087997,79.087997,42952000,,2001-11-16,0.344107,0.344464,0.328571,0.33875,0.288316,230664000
,,,,,,,,,,,,,,,,2018-05-18,79.066498,79.179497,78.605003,78.718498,78.718498,52852000,,2001-11-19,0.339286,0.358036,0.338571,0.357143,0.303971,332589600
,,,,,,,,,,,,,,,,2018-05-21,79.25,79.602501,78.75,79.273003,79.273003,58504000,,2001-11-20,0.353929,0.360714,0.348214,0.34875,0.296828,276584000
,,,,,,,,,,,,,,,,2018-05-22,79.494499,79.494499,78.762497,79.07,79.07,42312000,,2001-11-21,0.350179,0.353571,0.343929,0.351429,0.299108,201583200
,,,,,,,,,,,,,,,,2018-05-23,78.552498,80.093002,78.317001,80.093002,80.093002,67238000,,2001-11-23,0.351964,0.35625,0.349464,0.354286,0.301539,60004000
,,,,,,,,,,,,,,,,2018-05-24,79.901497,80.412003,79.418999,80.153503,80.153503,68600000,,2001-11-26,0.356071,0.384821,0.355,0.381607,0.324793,460689600
,,,,,,,,,,,,,,,,2018-05-25,80.150002,80.706001,80.022499,80.5075,80.5075,53968000,,2001-11-27,0.378571,0.384286,0.366071,0.375,0.319169,268553600
,,,,,,,,,,,,,,,,2018-05-29,80.0355,81.0895,80.0075,80.643501,80.643501,76930000,,2001-11-28,0.372321,0.37875,0.364464,0.366607,0.312026,250611200
,,,,,,,,,,,,,,,,2018-05-30,80.904999,81.300003,80.6465,81.244499,81.244499,58148000,,2001-11-29,0.367857,0.369643,0.360536,0.364643,0.310354,202764800
,,,,,,,,,,,,,,,,2018-05-31,81.150002,81.75,81.067497,81.481003,81.481003,63326000,,2001-11-30,0.365536,0.382857,0.361607,0.380357,0.323729,303912000
,,,,,,,,,,,,,,,,2018-06-01,81.851501,82.336502,81.754501,82.077003,82.077003,66268000,,2001-12-03,0.376071,0.38,0.367857,0.375893,0.31993,181165600
,,,,,,,,,,,,,,,,2018-06-04,82.445,83.283997,82.274498,83.263496,83.263496,63754000,,2001-12-04,0.375893,0.402857,0.37,0.4,0.340447,380419200
,,,,,,,,,,,,,,,,2018-06-05,83.649498,84.949997,83.502998,84.817497,84.817497,95644000,,2001-12-05,0.399286,0.429107,0.395893,0.424286,0.361118,568579200
,,,,,,,,,,,,,,,,2018-06-06,85.225502,85.724998,84.323502,84.787498,84.787498,109464000,,2001-12-06,0.419286,0.419643,0.395357,0.406786,0.346223,338934400
,,,,,,,,,,,,,,,,2018-06-07,84.928001,84.995003,83.805496,84.464996,84.464996,75314000,,2001-12-07,0.401071,0.405536,0.392857,0.4025,0.342575,203515200
,,,,,,,,,,,,,,,,2018-06-08,84.056,84.472,83.650497,84.199501,84.199501,59102000,,2001-12-10,0.398036,0.410536,0.396964,0.4025,0.342575,170010400
,,,,,,,,,,,,,,,,2018-06-11,84.0755,84.711998,84.029503,84.456001,84.456001,46710000,,2001-12-11,0.404821,0.408036,0.386607,0.388929,0.331025,205475200
,,,,,,,,,,,,,,,,2018-06-12,84.650002,84.975502,84.575996,84.9375,84.9375,45184000,,2001-12-12,0.390536,0.391429,0.379464,0.38375,0.326617,192460800
,,,,,,,,,,,,,,,,2018-06-13,85.140503,85.6875,85.005997,85.242996,85.242996,66550000,,2001-12-13,0.38375,0.384821,0.366071,0.375,0.319169,197842400
,,,,,,,,,,,,,,,,2018-06-14,85.674004,86.239998,85.443497,86.193001,86.193001,63488000,,2001-12-14,0.370179,0.371964,0.35875,0.364107,0.309898,189884800
,,,,,,,,,,,,,,,,2018-06-15,85.699997,86.043503,85.426003,85.7985,85.7985,95552000,,2001-12-17,0.364286,0.375,0.360536,0.368214,0.313394,173712000
,,,,,,,,,,,,,,,,2018-06-18,85.313004,86.336998,85.127998,86.189499,86.189499,62154000,,2001-12-18,0.373036,0.380893,0.361071,0.375179,0.319322,235239200
,,,,,,,,,,,,,,,,2018-06-19,85.452003,86.805496,85.019501,86.738998,86.738998,85802000,,2001-12-19,0.3675,0.387143,0.365536,0.386071,0.328592,289956800
,,,,,,,,,,,,,,,,2018-06-20,87.125,88.1465,87.068001,87.503998,87.503998,86652000,,2001-12-20,0.382143,0.383393,0.368214,0.369107,0.314154,220864000
,,,,,,,,,,,,,,,,2018-06-21,88,88.154999,85.877998,86.511002,86.511002,98822000,,2001-12-21,0.375179,0.384643,0.371429,0.375,0.319169,256334400
,,,,,,,,,,,,,,,,2018-06-22,87.130997,87.150002,85.595001,85.783501,85.783501,81502000,,2001-12-24,0.373214,0.383036,0.373214,0.381429,0.324641,50629600
,,,,,,,,,,,,,,,,2018-06-25,85.125504,85.25,82.315498,83.157501,83.157501,150224000,,2001-12-26,0.38125,0.398214,0.3775,0.38375,0.326617,146400800
,,,,,,,,,,,,,,,,2018-06-26,83.6185,85.078499,83.167,84.554497,84.554497,87732000,,2001-12-27,0.385357,0.397321,0.385357,0.394107,0.335432,191508800
,,,,,,,,,,,,,,,,2018-06-27,85.405502,85.597504,83,83.025497,83.025497,97444000,,2001-12-28,0.392321,0.410714,0.392143,0.400536,0.340903,299124000
,,,,,,,,,,,,,,,,2018-06-28,83.626999,85.275002,83.058502,85.072502,85.072502,90594000,,2001-12-31,0.401964,0.404643,0.389821,0.391071,0.332848,137782400
,,,,,,,,,,,,,,,,2018-06-29,85.849998,86.170502,84.716003,84.989998,84.989998,90870000,,2002-01-02,0.39375,0.416071,0.392143,0.416071,0.354126,529496800
,,,,,,,,,,,,,,,,2018-07-02,84.135002,85.694504,83.903,85.689003,85.689003,63714000,,2002-01-03,0.410714,0.424107,0.406607,0.421071,0.358381,612007200
,,,,,,,,,,,,,,,,2018-07-03,86.197998,86.25,84.624001,84.697998,84.697998,43546000,,2002-01-04,0.416786,0.427679,0.410536,0.423036,0.360054,409976000
,,,,,,,,,,,,,,,,2018-07-05,85.268997,85.5345,84.107498,84.986504,84.986504,59662000,,2002-01-07,0.423571,0.428571,0.40625,0.408929,0.348047,444584000
,,,,,,,,,,,,,,,,2018-07-06,84.800003,85.763496,84.583504,85.531502,85.531502,53006000,,2002-01-08,0.40625,0.411607,0.401071,0.40375,0.343639,450038400
,,,,,,,,,,,,,,,,2018-07-09,86.202499,86.977997,85.811501,86.950996,86.950996,60240000,,2002-01-09,0.407143,0.409464,0.38,0.386607,0.329048,327835200
,,,,,,,,,,,,,,,,2018-07-10,86.926498,87.5,86.550003,87.153503,87.153503,60058000,,2002-01-10,0.378929,0.383214,0.361607,0.379107,0.322665,452737600
,,,,,,,,,,,,,,,,2018-07-11,86.899498,87.848,86.699997,87.75,87.75,64196000,,2002-01-11,0.381964,0.39,0.367857,0.375893,0.31993,348801600
,,,,,,,,,,,,,,,,2018-07-12,88.225502,89.900002,88.109001,89.831001,89.831001,90654000,,2002-01-14,0.375179,0.382143,0.373214,0.377679,0.321449,415996000
,,,,,,,,,,,,,,,,2018-07-13,90.196503,90.764999,89.761497,90.651497,90.651497,87664000,,2002-01-15,0.380714,0.388571,0.37875,0.3875,0.329808,290320800
,,,,,,,,,,,,,,,,2018-07-16,91.097504,92.097504,90.722504,91.124496,91.124496,109324000,,2002-01-16,0.382321,0.382321,0.366071,0.371071,0.315825,566893600
,,,,,,,,,,,,,,,,2018-07-17,90.578003,92.584503,89.869003,92.196503,92.196503,113658000,,2002-01-17,0.392143,0.406071,0.390536,0.401429,0.341664,660576000
,,,,,,,,,,,,,,,,2018-07-18,92.400002,92.944,91.563499,92.146004,92.146004,97238000,,2002-01-18,0.392857,0.403571,0.392143,0.395893,0.336952,338811200
